Shape_Leng,Gaul00,Fao 1,Region,Objectid,Iso,Isonum,Shape_Area,Country,Shape_Le_1,Iso2,ObjectID_2,Continent,PopDensity,Last Updat,Sqkm,Adm1,Perimeter,Gaul01,latitude,longitude
2.2213929781,240,24491,South-Eastern Asia,2421,THA,764,0.0462150673326,Thailand,2.22139297885,THA,24489,Asia,440.1,20050415.0,563.5,Phuket,1.66575530471,2898,7.83377049876118,98.3707623093757
5.40711236109,240,21502,South-Eastern Asia,2422,THA,764,0.517079693205,Thailand,5.40711235254,THA,21500,Asia,69.6,20050415.0,6231.0,Prachuap Khilikhan,5.31090235828,2899,11.7943380574613,99.5878642459243
6.9926415545,240,22981,South-Eastern Asia,2423,THA,764,0.270934217433,Thailand,6.99264154479,THA,22979,Asia,48.8,20050415.0,3286.0,Ranong,5.55356826557,2900,10.0418925875555,98.3934271499073
3.58356672312,240,21000,South-Eastern Asia,2424,THA,764,0.430718729476,Thailand,3.58356672212,THA,20998,Asia,151.7,20050415.0,5158.0,Ratchaburi,3.58356672242,2901,13.5444037191113,99.6200483194792
2.97774363315,240,21293,South-Eastern Asia,2425,THA,764,0.306592141354,Thailand,2.97774363329,THA,21291,Asia,146.4,20050415.0,3682.0,Rayong,2.83077941917,2902,12.8419069868333,101.408757534236
5.50240140299,240,20277,South-Eastern Asia,2426,THA,764,0.661163321346,Thailand,5.50240139923,THA,20275,Asia,150.9,20050415.0,7834.0,Roi Et,5.50240140613,2903,15.9364509888198,103.815650274492
4.29838915241,240,20898,South-Eastern Asia,2427,THA,764,0.570998133006,Thailand,4.29838915461,THA,20896,Asia,67.2,20080728.0,6831.0,Sa Kaeo,4.29838915518,2904,13.7137100778826,102.429468627578
6.06577073921,240,20028,South-Eastern Asia,2428,THA,764,0.806103853423,Thailand,6.06577074419,THA,20026,Asia,107.9,20050415.0,9480.0,Sakon Nakhon,6.06577072984,2905,17.4282507926118,103.845907836602
1.54740906495,240,21099,South-Eastern Asia,2429,THA,764,0.0816267646009,Thailand,1.54740906415,THA,21097,Asia,1010.0,20050415.0,977.3,Samut Prakarn,1.54740906365,2906,13.5944930166862,100.708187313403
1.31750980641,240,21094,South-Eastern Asia,2430,THA,764,0.0721976764385,Thailand,1.31750980276,THA,21092,Asia,524.0,20050415.0,864.5,Samut Sakhon,1.31750980414,2907,13.5770410894768,100.227012748916
0.899673724213,240,21170,South-Eastern Asia,2431,THA,764,0.0334242522581,Thailand,0.899673724589,THA,21168,Asia,489.6,20050415.0,400.5,Samut Songkham,0.899673723798,2908,13.3755506571506,99.9688602152611
3.63519635426,240,20700,South-Eastern Asia,2432,THA,764,0.294626855422,Thailand,3.63519635295,THA,20698,Asia,158.9,20050415.0,3512.0,Saraburi,3.63519635583,2909,14.6391155167891,101.02141540955
4.83545554285,240,24821,South-Eastern Asia,2433,THA,764,0.219910901419,Thailand,4.83545554729,THA,24819,Asia,99.8,20050415.0,2688.0,Satun,2.72152144874,2910,6.77430252811002,99.6871362474529
5.43908362449,240,20594,South-Eastern Asia,2434,THA,764,0.746097221643,Thailand,5.43908362322,THA,20592,Asia,158.7,20050415.0,8885.0,Si Saket,5.43908362431,2911,14.9527969097469,104.409355772218
1.47849802961,240,20679,South-Eastern Asia,2435,THA,764,0.0695115027157,Thailand,1.4784980313,THA,20677,Asia,282.9,20050415.0,827.5,Singburi,1.47849802697,2912,14.9143800050458,100.337730494913
6.4753175647,240,24568,South-Eastern Asia,2436,THA,764,0.597873997286,Thailand,6.47531756298,THA,24566,Asia,169.2,20050415.0,7307.0,Songkhla,2.28791805506,2913,7.11642829593502,100.583190717871
4.4556593872,240,20051,South-Eastern Asia,2437,THA,764,0.564163003316,Thailand,4.45565938945,THA,20049,Asia,89.7,20050415.0,6639.0,Sukhothai,4.45565938135,2914,17.2490852282093,99.7147873529015
4.63059483934,240,20692,South-Eastern Asia,2438,THA,764,0.447563136736,Thailand,4.63059484165,THA,20690,Asia,159.5,20050415.0,5335.0,Suphanburi,4.63059484031,2915,14.5668146754932,99.7770023401608
8.89201102787,240,23410,South-Eastern Asia,2439,THA,764,1.09900242455,Thailand,8.89201101679,THA,23408,Asia,67.3,20050415.0,13360.0,Surat Thani,0.206961410898,2916,9.21201945148975,99.2721430173187
